id,source,doc_type,title,date,year,url,filename,period,topic,topic_prob
lowi-2018-12,lowi,besluit,Besluit 2018-12,2021-05-27,2018,https://lowi.nl/besluit-2018-12/,,2015-2019,1,0.38894015557271533
lowi-2018-13,lowi,besluit,Besluit 2018-13,2021-05-27,2018,https://lowi.nl/besluit-2018-13/,,2015-2019,8,0.8232770113332709
lowi-2018-14,lowi,besluit,Besluit 2018-14,2021-05-27,2018,https://lowi.nl/besluit-2018-14/,,2015-2019,8,0.8232770113332709
lowi-2018-15,lowi,besluit,Besluit 2018-15,2021-05-27,2018,https://lowi.nl/besluit-2018-15/,,2015-2019,1,0.574652192367042
lowi-2018-17,lowi,besluit,Besluit 2018-17,2021-05-27,2018,https://lowi.nl/besluit-2018-17/,,2015-2019,1,0.4724095358774868
lowi-2019-03,lowi,besluit,Besluit 2019-03,2021-05-25,2019,https://lowi.nl/besluit-2019-03/,,2015-2019,20,0.49316862653014604
lowi-2019-15,lowi,besluit,Besluit 2019-15,2021-05-26,2019,https://lowi.nl/besluit-2019-15/,,2015-2019,1,0.5061139502589793
lowi-2019-16,lowi,besluit,Besluit 2019-16,2021-05-26,2019,https://lowi.nl/besluit-2019-16/,,2015-2019,1,0.39669538725169423
lowi-2019-18,lowi,besluit,Besluit 2019-18,2021-05-26,2019,https://lowi.nl/besluit-2019-18/,,2015-2019,20,1.0
lowi-2019-20,lowi,besluit,Besluit 2019-20,2021-05-26,2019,https://lowi.nl/besluit-2019-20/,,2015-2019,15,0.9020723461343746
lowi-2019-24,lowi,besluit,Besluit 2019-24,2021-05-26,2019,https://lowi.nl/besluit-2019-24/,,2015-2019,-1,0.0
lowi-2020-02,lowi,besluit,Besluit 2019-02,2021-05-25,2020,https://lowi.nl/besluit-2020-02/,,2020-2024,1,0.9499203941198435
lowi-2020-03,lowi,besluit,Besluit 2020-03,2021-05-25,2020,https://lowi.nl/besluit-2020-03/,,2020-2024,6,0.5499934828311607
lowi-2020-04,lowi,besluit,Besluit 2020-04,2021-05-25,2020,https://lowi.nl/besluit-2020-04/,,2020-2024,6,0.5499934828311607
lowi-2020-05,lowi,besluit,Besluit 2020-05,2021-05-25,2020,https://lowi.nl/besluit-2020-05/,,2020-2024,3,1.0
lowi-2020-06,lowi,besluit,Besluit 2020-06,2021-05-25,2020,https://lowi.nl/besluit-2020-06/,,2020-2024,3,1.0
lowi-2020-09,lowi,besluit,Besluit 2020-09,2021-05-25,2020,https://lowi.nl/besluit-2020-09/,,2020-2024,20,0.4564555661121647
lowi-2020-12,lowi,besluit,Besluit 2020-12,2021-05-20,2020,https://lowi.nl/besluit-2020-12/,,2020-2024,15,1.0
lowi-2020-13,lowi,besluit,Besluit 2020-13,2021-05-20,2020,https://lowi.nl/besluit-2020-13/,,2020-2024,10,0.9355822053555136
lowi-2020-15,lowi,besluit,Besluit 2020-15,2021-05-20,2020,https://lowi.nl/besluit-2020-15/,,2020-2024,-1,0.0
lowi-2021-05,lowi,besluit,Besluit 2021-05,2021-06-02,2021,https://lowi.nl/besluit-2021-05/,,2020-2024,-1,0.0
lowi-2022-05,lowi,besluit,Besluit 2022-05,2022-06-15,2022,https://lowi.nl/besluit-2022-05/,,2020-2024,3,1.0
lowi-2022-06,lowi,besluit,Besluit 2022-06,2022-08-04,2022,https://lowi.nl/besluit-2022-06/,,2020-2024,24,1.0
lowi-2023-14,lowi,besluit,Besluit 2023-14,2023-11-21,2023,https://lowi.nl/besluit-2023-14/,,2020-2024,25,1.0
lowi-2023-15,lowi,besluit,Besluit 2023-15,2023-11-21,2023,https://lowi.nl/besluit-2023-15/,,2020-2024,6,1.0
lowi-2023-16,lowi,besluit,Besluit 2023-16,2023-11-21,2023,https://lowi.nl/besluit-2023-16/,,2020-2024,5,1.0
lowi-2024-18,lowi,besluit,Besluit 2024-18,2024-11-27,2024,https://lowi.nl/besluit-2024-18/,,2020-2024,15,0.9020723461343746
lowi-2025-07,lowi,besluit,Besluit 2025-07,2025-05-08,2025,https://lowi.nl/besluit-2025-07/,,2025+,6,0.715293290319979
lowi-2025-10,lowi,besluit,Besluit 2025-10,2025-07-07,2025,https://lowi.nl/besluit-2025-10/,,2025+,6,0.9567363909016425
uvnl-2013_Belangenverstrengeling_-_ongegrond_0,uvnl,advies,2013 Belangenverstrengeling - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Belangenverstrengeling%20-%20ongegrond_0.pdf,2013 Belangenverstrengeling - ongegrond_0.pdf,2010-2014,23,1.0
uvnl-2013_Beschuldiging_van_plagiaat,uvnl,advies,2013 Beschuldiging van plagiaat,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Beschuldiging%20van%20plagiaat.pdf,2013 Beschuldiging van plagiaat.pdf,2010-2014,-1,0.0
uvnl-2013_Betwisting_auteurschap_-_ongegrond,uvnl,advies,2013 Betwisting auteurschap - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Betwisting%20auteurschap%20-%20ongegrond.pdf,2013 Betwisting auteurschap - ongegrond.pdf,2010-2014,16,1.0
uvnl-2013_Inbreuk_op_auteursrecht_-_ongegrond,uvnl,advies,2013 Inbreuk op auteursrecht - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Inbreuk%20op%20auteursrecht%20-%20ongegrond.pdf,2013 Inbreuk op auteursrecht - ongegrond.pdf,2010-2014,16,0.9145751782706497
uvnl-2013_Onzorgvuldigheden_-_ongegrond,uvnl,advies,2013 Onzorgvuldigheden - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Onzorgvuldigheden%20-%20ongegrond.pdf,2013 Onzorgvuldigheden - ongegrond.pdf,2010-2014,12,0.8548665500301692
uvnl-2013_Opzettelijke_onzorgvuldigheid_-_ongegrond,uvnl,advies,2013 Opzettelijke onzorgvuldigheid - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Opzettelijke%20onzorgvuldigheid%20-%20ongegrond.pdf,2013 Opzettelijke onzorgvuldigheid - ongegrond.pdf,2010-2014,9,1.0
uvnl-2013_Plagiaat_-_gegrond,uvnl,advies,2013 Plagiaat - gegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Plagiaat%20-%20gegrond.pdf,2013 Plagiaat - gegrond.pdf,2010-2014,11,0.4200700192331691
uvnl-2013_RUG_plagiaat_-_ongegrond,uvnl,advies,2013 RUG plagiaat - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20RUG%20plagiaat%20-%20ongegrond.pdf,2013 RUG plagiaat - ongegrond.pdf,2010-2014,11,0.45063894980008806
uvnl-2013_TUD_Plagiaat_en_kopieren_proefontwerp_-_ongegrond,uvnl,advies,2013 TUD Plagiaat en kopieren proefontwerp - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20TUD%20Plagiaat%20en%20kopieren%20proefontwerp%20-%20ongegrond.pdf,2013 TUD Plagiaat en kopieren proefontwerp - ongegrond.pdf,2010-2014,-1,0.0
uvnl-2013_TUD_Ten_onrechte__mede_auteur_-_ongegrond,uvnl,advies,2013 TUD Ten onrechte (mede)auteur - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20TUD%20Ten%20onrechte%20(mede)auteur%20-%20ongegrond.pdf,2013 TUD Ten onrechte (mede)auteur - ongegrond.pdf,2010-2014,12,1.0
uvnl-2013_UL_Onderzoek_of_betrokkene_zich_verwijtbaar_heeft_gedragen_-_geen_maatregel,uvnl,advies,2013 UL Onderzoek of betrokkene zich verwijtbaar heeft gedragen - geen maatregel,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20UL%20Onderzoek%20of%20betrokkene%20zich%20verwijtbaar%20heeft%20gedragen%20-%20geen%20maatregel.pdf,2013 UL Onderzoek of betrokkene zich verwijtbaar heeft gedragen - geen maatregel.pdf,2010-2014,18,1.0
uvnl-2013_UT_Vertrouwensbreuk_en_schending_zorgvuldigheidsnorm_-_gegrond,uvnl,advies,2013 UT Vertrouwensbreuk en schending zorgvuldigheidsnorm - gegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20UT%20Vertrouwensbreuk%20en%20schending%20zorgvuldigheidsnorm%20-%20gegrond.pdf,2013 UT Vertrouwensbreuk en schending zorgvuldigheidsnorm - gegrond.pdf,2010-2014,-1,0.0
uvnl-2013_Verkeerd_gebruik_data_-_ongegrond,uvnl,advies,2013 Verkeerd gebruik data - ongegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Verkeerd%20gebruik%20data%20-%20ongegrond.pdf,2013 Verkeerd gebruik data - ongegrond.pdf,2010-2014,9,0.8157975951185555
uvnl-2013_Vermoeden_van_plagiaat_-_gegrond,uvnl,advies,2013 Vermoeden van plagiaat - gegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20Vermoeden%20van%20plagiaat%20-%20gegrond.pdf,2013 Vermoeden van plagiaat - gegrond.pdf,2010-2014,12,1.0
uvnl-2013_VU_Plagiaat_-_gegrond,uvnl,advies,2013 VU Plagiaat - gegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20VU%20Plagiaat%20-%20gegrond.pdf,2013 VU Plagiaat - gegrond.pdf,2010-2014,12,1.0
uvnl-2013_VU_Wetenschappelijk_wangedrag_-_gegrond,uvnl,advies,2013 VU Wetenschappelijk wangedrag - gegrond,2013-01-01,2013,https://www.universiteitenvannederland.nl/files/publications/2013%20VU%20Wetenschappelijk%20wangedrag%20-%20gegrond.pdf,2013 VU Wetenschappelijk wangedrag - gegrond.pdf,2010-2014,12,1.0
uvnl-2014_EUR_ontbreken_data_safety_monitoring_board_-_gegrond,uvnl,advies,2014 EUR ontbreken data safety monitoring board - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20EUR%20ontbreken%20data%20safety%20monitoring%20board%20-%20gegrond.pdf,2014 EUR ontbreken data safety monitoring board - gegrond.pdf,2010-2014,23,1.0
uvnl-2014_EUR_Onzorgvuldigheid_-_gegrond__vervolgonderzoek_,uvnl,advies,2014 EUR Onzorgvuldigheid - gegrond (vervolgonderzoek),2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20EUR%20Onzorgvuldigheid%20-%20gegrond%20(vervolgonderzoek).pdf,2014 EUR Onzorgvuldigheid - gegrond (vervolgonderzoek).pdf,2010-2014,18,0.1613466975384671
uvnl-2014_OU_Plagiaat_-_gegrond,uvnl,advies,2014 OU Plagiaat - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20OU%20Plagiaat%20-%20gegrond.pdf,2014 OU Plagiaat - gegrond.pdf,2010-2014,11,1.0
uvnl-2014_RUG_Belangenverstrengeling_-_gegrond,uvnl,advies,2014 RUG Belangenverstrengeling - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20RUG%20Belangenverstrengeling%20-%20gegrond.pdf,2014 RUG Belangenverstrengeling - gegrond.pdf,2010-2014,9,0.4979767205695739
uvnl-2014_TUD_Laster_-_ongegrond,uvnl,advies,2014 TUD Laster - ongegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20TUD%20Laster%20-%20ongegrond.pdf,2014 TUD Laster - ongegrond.pdf,2010-2014,12,1.0
uvnl-2014_TUD_Plagiaat_-_gegrond,uvnl,advies,2014 TUD Plagiaat - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20TUD%20Plagiaat%20-%20gegrond.pdf,2014 TUD Plagiaat - gegrond.pdf,2010-2014,11,0.3842068692617529
uvnl-2014_UM_Validiteit_van_de_data_-_ongegrond,uvnl,advies,2014 UM Validiteit van de data - ongegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UM%20Validiteit%20van%20de%20data%20-%20ongegrond.pdf,2014 UM Validiteit van de data - ongegrond.pdf,2010-2014,3,0.45184737040568335
uvnl-2014_UT_Zorgvuldigheids-_en_betrouwbaarheidsnorm_-_ongegrond,uvnl,advies,2014 UT Zorgvuldigheids- en betrouwbaarheidsnorm - ongegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UT%20Zorgvuldigheids-%20en%20betrouwbaarheidsnorm%20-%20ongegrond.pdf,2014 UT Zorgvuldigheids- en betrouwbaarheidsnorm - ongegrond.pdf,2010-2014,-1,0.0
uvnl-2014_UU_Manipulatie_onderzoeksgegevens_-_gegrond,uvnl,advies,2014 UU Manipulatie onderzoeksgegevens - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UU%20Manipulatie%20onderzoeksgegevens%20-%20gegrond.pdf,2014 UU Manipulatie onderzoeksgegevens - gegrond.pdf,2010-2014,23,1.0
uvnl-2014_UvA__Zelf_plagiaat_in__on_gepubliceerd_werk_-_ongegrond,uvnl,advies,2014 UvA (Zelf)plagiaat in (on)gepubliceerd werk - ongegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UvA%20(Zelf)plagiaat%20in%20(on)gepubliceerd%20werk%20-%20ongegrond.pdf,2014 UvA (Zelf)plagiaat in (on)gepubliceerd werk - ongegrond.pdf,2010-2014,-1,0.0
uvnl-2014_UvA_Manipulatie_onderzoeksgegevens_-_gegrond,uvnl,advies,2014 UvA Manipulatie onderzoeksgegevens - gegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UvA%20Manipulatie%20onderzoeksgegevens%20-%20gegrond.pdf,2014 UvA Manipulatie onderzoeksgegevens - gegrond.pdf,2010-2014,23,1.0
uvnl-2014_UvA_Vermoeden_van_plagiaat_-_ongegrond,uvnl,advies,2014 UvA Vermoeden van plagiaat - ongegrond,2014-01-01,2014,https://www.universiteitenvannederland.nl/files/publications/2014%20UvA%20Vermoeden%20van%20plagiaat%20-%20ongegrond.pdf,2014 UvA Vermoeden van plagiaat - ongegrond.pdf,2010-2014,11,1.0
uvnl-2015_EUR_Schending__wetenschappelijke__integriteit_-_ongegrond,uvnl,advies,2015 EUR Schending (wetenschappelijke) integriteit - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20EUR%20Schending%20(wetenschappelijke)%20integriteit%20-%20ongegrond.pdf,2015 EUR Schending (wetenschappelijke) integriteit - ongegrond.pdf,2015-2019,16,0.9957595758294907
uvnl-2015_RU_Heimelijk_verwerpen_van_resultaten_-_ongegrond,uvnl,advies,2015 RU Heimelijk verwerpen van resultaten - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20RU%20Heimelijk%20verwerpen%20van%20resultaten%20-%20ongegrond.pdf,2015 RU Heimelijk verwerpen van resultaten - ongegrond.pdf,2015-2019,9,0.8076453865133625
uvnl-2015_RUG_Weigering_delen_van_onderzoeksdata___gegrond,uvnl,advies,2015 RUG Weigering delen van onderzoeksdata – gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20RUG%20Weigering%20delen%20van%20onderzoeksdata%20–%20gegrond.pdf,2015 RUG Weigering delen van onderzoeksdata – gegrond.pdf,2015-2019,-1,0.0
uvnl-2015_TiU_Verwijtbaar_onzorgvuldig_handelen_betreffende_bronverwijzingen_-_gegrond,uvnl,advies,2015 TiU Verwijtbaar onzorgvuldig handelen betreffende bronverwijzingen - gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20TiU%20Verwijtbaar%20onzorgvuldig%20handelen%20betreffende%20bronverwijzingen%20-%20gegrond.pdf,2015 TiU Verwijtbaar onzorgvuldig handelen betreffende bronverwijzingen - gegrond.pdf,2015-2019,26,1.0
uvnl-2015_TUD_Plagiaat_-_gegrond,uvnl,advies,2015 TUD Plagiaat - gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20TUD%20Plagiaat%20-%20gegrond.pdf,2015 TUD Plagiaat - gegrond.pdf,2015-2019,-1,0.0
uvnl-2015_UvA_Plagiaat_-_ongegrond_en_gegrond,uvnl,advies,2015 UvA Plagiaat - ongegrond en gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20UvA%20Plagiaat%20-%20ongegrond%20en%20gegrond.pdf,2015 UvA Plagiaat - ongegrond en gegrond.pdf,2015-2019,11,0.6328356897571079
uvnl-2015_UvA_Plagiaat_-_ongegrond,uvnl,advies,2015 UvA Plagiaat - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20UvA%20Plagiaat%20-%20ongegrond.pdf,2015 UvA Plagiaat - ongegrond.pdf,2015-2019,11,0.6390650521914658
uvnl-2015_VU_Plagiaat_-_gedeeltelijk_ongegrond_en_gedeeltelijk_gegrond,uvnl,advies,2015 VU Plagiaat - gedeeltelijk ongegrond en gedeeltelijk gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20VU%20Plagiaat%20-%20gedeeltelijk%20ongegrond%20en%20gedeeltelijk%20gegrond.pdf,2015 VU Plagiaat - gedeeltelijk ongegrond en gedeeltelijk gegrond.pdf,2015-2019,11,1.0
uvnl-2015_VU_Plagiaat_-_ongegrond_2,uvnl,advies,2015 VU Plagiaat - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20VU%20Plagiaat%20-%20ongegrond%202.pdf,2015 VU Plagiaat - ongegrond 2.pdf,2015-2019,2,0.5417585096429786
uvnl-2015_VU_Plagiaat_-_ongegrond,uvnl,advies,2015 VU Plagiaat - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20VU%20Plagiaat%20-%20ongegrond.pdf,2015 VU Plagiaat - ongegrond.pdf,2015-2019,11,1.0
uvnl-2015_VU_Tegenwerking_door_achterhouden_van_data_-_ongegrond,uvnl,advies,2015 VU Tegenwerking door achterhouden van data - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20VU%20Tegenwerking%20door%20achterhouden%20van%20data%20-%20ongegrond.pdf,2015 VU Tegenwerking door achterhouden van data - ongegrond.pdf,2015-2019,2,0.7657095211841835
uvnl-2015_WUR_Diverse_schendingen_-_ongegrond,uvnl,advies,2015 WUR Diverse schendingen - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20WUR%20Diverse%20schendingen%20-%20ongegrond.pdf,2015 WUR Diverse schendingen - ongegrond.pdf,2015-2019,16,1.0
uvnl-2015_WUR_Plagiaat_-_gedeeltelijk_gegrond_en_gedeeltelijk_ongegrond,uvnl,advies,2015 WUR Plagiaat - gedeeltelijk gegrond en gedeeltelijk ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20WUR%20Plagiaat%20-%20gedeeltelijk%20gegrond%20en%20gedeeltelijk%20ongegrond.pdf,2015 WUR Plagiaat - gedeeltelijk gegrond en gedeeltelijk ongegrond.pdf,2015-2019,16,0.7847812469701076
uvnl-2015_WUR_Plagiaat_-_gegrond,uvnl,advies,2015 WUR Plagiaat - gegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20WUR%20Plagiaat%20-%20gegrond.pdf,2015 WUR Plagiaat - gegrond.pdf,2015-2019,11,0.3693096940478673
uvnl-2015_WUR_Vervalsing_van_onderzoeksresultaten_-_ongegrond,uvnl,advies,2015 WUR Vervalsing van onderzoeksresultaten - ongegrond,2015-01-01,2015,https://www.universiteitenvannederland.nl/files/publications/2015%20WUR%20Vervalsing%20van%20onderzoeksresultaten%20-%20ongegrond.pdf,2015 WUR Vervalsing van onderzoeksresultaten - ongegrond.pdf,2015-2019,16,1.0
uvnl-2016_EUR_Auteurschap_en_uitvoering_onderzoek_-_ongegrond,uvnl,advies,2016 EUR Auteurschap en uitvoering onderzoek - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20EUR%20Auteurschap%20en%20uitvoering%20onderzoek%20-%20ongegrond.pdf,2016 EUR Auteurschap en uitvoering onderzoek - ongegrond.pdf,2015-2019,-1,0.0
uvnl-2016_EUR_Niet_controleerbare_onderzoeksdata_-_gegrond,uvnl,advies,2016 EUR Niet controleerbare onderzoeksdata - gegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20EUR%20Niet%20controleerbare%20onderzoeksdata%20-%20gegrond.pdf,2016 EUR Niet controleerbare onderzoeksdata - gegrond.pdf,2015-2019,21,0.41974280398342173
uvnl-2016_EUR_Niet_gemelde_afwijking_onderzoeksprotocol_-_ongegrond,uvnl,advies,2016 EUR Niet gemelde afwijking onderzoeksprotocol - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20EUR%20Niet%20gemelde%20afwijking%20onderzoeksprotocol%20-%20ongegrond.pdf,2016 EUR Niet gemelde afwijking onderzoeksprotocol - ongegrond.pdf,2015-2019,-1,0.0
uvnl-2016_RU_Diverse_schendingen_-_ongegrond,uvnl,advies,2016 RU Diverse schendingen - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20RU%20Diverse%20schendingen%20-%20ongegrond.pdf,2016 RU Diverse schendingen - ongegrond.pdf,2015-2019,13,0.9787063715753527
uvnl-2016_RU_plagiaat_-_gegrond,uvnl,advies,2016 RU plagiaat - gegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20RU%20plagiaat%20-%20gegrond.pdf,2016 RU plagiaat - gegrond.pdf,2015-2019,13,1.0
uvnl-2016_TiU_Failing_to_mention_co-author_-_unfounded,uvnl,advies,2016 TiU Failing to mention co-author - unfounded,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20TiU%20Failing%20to%20mention%20co-author%20-%20unfounded.pdf,2016 TiU Failing to mention co-author - unfounded.pdf,2015-2019,26,1.0
uvnl-2016_TiU_Ten_onrechte_claimen_van_vermelding_als_auteur_-_gegrond,uvnl,advies,2016 TiU Ten onrechte claimen van vermelding als auteur - gegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20TiU%20Ten%20onrechte%20claimen%20van%20vermelding%20als%20auteur%20-%20gegrond.pdf,2016 TiU Ten onrechte claimen van vermelding als auteur - gegrond.pdf,2015-2019,26,1.0
uvnl-2016_TUD_Diverse_schendingen_-_ongegrond,uvnl,advies,2016 TUD Diverse schendingen - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20TUD%20Diverse%20schendingen%20-%20ongegrond.pdf,2016 TUD Diverse schendingen - ongegrond.pdf,2015-2019,9,0.9696007248318169
uvnl-2016_TUE_Objectivity_of_the_judgement_of_promotores_due_to_a_personal_conflict_-_unjustified,uvnl,advies,2016 TUE Objectivity of the judgement of promotores due to a personal conflict - unjustified,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20TUE%20Objectivity%20of%20the%20judgement%20of%20promotores%20due%20to%20a%20personal%20conflict%20-%20unjustified.pdf,2016 TUE Objectivity of the judgement of promotores due to a personal conflict - unjustified.pdf,2015-2019,12,1.0
uvnl-2016_UL_Niet_noemen_van_een_auteur_-_ongegrond,uvnl,advies,2016 UL Niet noemen van een auteur - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UL%20Niet%20noemen%20van%20een%20auteur%20-%20ongegrond.pdf,2016 UL Niet noemen van een auteur - ongegrond.pdf,2015-2019,18,1.0
uvnl-2016_UL_Onbetrouwbare_gegevens_-_ongegrond,uvnl,advies,2016 UL Onbetrouwbare gegevens - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UL%20Onbetrouwbare%20gegevens%20-%20ongegrond.pdf,2016 UL Onbetrouwbare gegevens - ongegrond.pdf,2015-2019,18,1.0
uvnl-2016_UL_Plagiaat_-_ongegrond_2,uvnl,advies,2016 UL Plagiaat - ongegrond 2,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UL%20Plagiaat%20-%20ongegrond%202.pdf,2016 UL Plagiaat - ongegrond 2.pdf,2015-2019,18,0.2829689675698545
uvnl-2016_UL_Plagiaat_-_ongegrond,uvnl,advies,2016 UL Plagiaat - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UL%20Plagiaat%20-%20ongegrond.pdf,2016 UL Plagiaat - ongegrond.pdf,2015-2019,18,0.3712526518969901
uvnl-2016_UL_Schending_wetenschapsbeoefening_bij_open_brief_-_ongegrond,uvnl,advies,2016 UL Schending wetenschapsbeoefening bij open brief - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UL%20Schending%20wetenschapsbeoefening%20bij%20open%20brief%20-%20ongegrond.pdf,2016 UL Schending wetenschapsbeoefening bij open brief - ongegrond.pdf,2015-2019,18,0.6134777969299943
uvnl-2016_UM_Incorrecte_omgang_met_onderzoeksbestanden_-_ongegrond,uvnl,advies,2016 UM Incorrecte omgang met onderzoeksbestanden - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UM%20Incorrecte%20omgang%20met%20onderzoeksbestanden%20-%20ongegrond.pdf,2016 UM Incorrecte omgang met onderzoeksbestanden - ongegrond.pdf,2015-2019,3,0.3309111954496895
uvnl-2016_UT_Hergebruik_van__eigen__materiaal_zonder_bronvermelding_-_ongegrond,uvnl,advies,2016 UT Hergebruik van (eigen) materiaal zonder bronvermelding - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UT%20Hergebruik%20van%20(eigen)%20materiaal%20zonder%20bronvermelding%20-%20ongegrond.pdf,2016 UT Hergebruik van (eigen) materiaal zonder bronvermelding - ongegrond.pdf,2015-2019,-1,0.0
uvnl-2016_UT_Plagiaat_-_gegrond,uvnl,advies,2016 UT Plagiaat - gegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UT%20Plagiaat%20-%20gegrond.pdf,2016 UT Plagiaat - gegrond.pdf,2015-2019,-1,0.0
uvnl-2016_UU_Niet_vermelden_als_co-auteur_-_ongegrond,uvnl,advies,2016 UU Niet vermelden als co-auteur - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UU%20Niet%20vermelden%20als%20co-auteur%20-%20ongegrond.pdf,2016 UU Niet vermelden als co-auteur - ongegrond.pdf,2015-2019,16,1.0
uvnl-2016_UU_vooringenomenheid__selectief_omgaan_met_bronnen_-_ongegrond,uvnl,advies,"2016 UU vooringenomenheid, selectief omgaan met bronnen - ongegrond",2016-01-01,2016,"https://www.universiteitenvannederland.nl/files/publications/2016%20UU%20vooringenomenheid,%20selectief%20omgaan%20met%20bronnen%20-%20ongegrond.pdf","2016 UU vooringenomenheid, selectief omgaan met bronnen - ongegrond.pdf",2015-2019,23,1.0
uvnl-2016_UvA_Diverse_schendingen_-_ongegrond,uvnl,advies,2016 UvA Diverse schendingen - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20UvA%20Diverse%20schendingen%20-%20ongegrond.pdf,2016 UvA Diverse schendingen - ongegrond.pdf,2015-2019,-1,0.0
uvnl-2016_VU_Datamanipulatie_-_ongegrond,uvnl,advies,2016 VU Datamanipulatie - ongegrond,2016-01-01,2016,https://www.universiteitenvannederland.nl/files/publications/2016%20VU%20Datamanipulatie%20-%20ongegrond.pdf,2016 VU Datamanipulatie - ongegrond.pdf,2015-2019,9,0.7187523181604183
